player,position,team,week,year,passing_td,passing_yd,perc_throws,rushing_td,rushing_yd,rec_td,rec_yd,receptions,fgmd,fgyd,perc_fg,tackles,sacks,ints
L.David,OLB,TB,9,2012,0,0,0,0,0,0,0,0,0,0,0,14,0,0
M.Stafford,QB,KC,10,2012,3,329,66.66666667,0,0,0,0,0,0,0,0,0,0,0
A.Peterson,RB,MIN,10,2012,0,0,0,1,171,0,0,0,0,0,0,0,0,0
J.Maclin,WR,PHI,10,2012,0,0,0,0,0,1,93,8,0,0,0,0,0,0
J.Graham,TE,NO,10,2012,0,0,0,0,0,2,146,7,0,0,0,0,0,0
B.Walsh,K,MIN,10,2012,0,0,0,0,0,0,0,0,4,48,100,0,0,0
J.McCourty,CB,TEN,10,2012,0,0,0,0,0,0,0,0,0,0,0,9,0,0
M.Schaub,QB,CHI,11,2012,5,527,78.18181818,0,0,0,0,0,0,0,0,0,0,0
L.McCoy,RB,PHI,11,2012,0,0,0,0,45,0,0,0,0,0,0,0,0,0
A.Johnson,WR,HOU,11,2012,0,0,0,0,0,1,273,14,0,0,0,0,0,0
R.Gronkowski,TE,NE,11,2012,0,0,0,0,0,2,137,7,0,0,0,0,0,0
M.Bryant,K,ATL,11,2012,0,0,0,0,0,0,0,0,3,51,100,0,0,0
Ald.Smith,OLB,SF,11,2012,0,0,0,0,0,0,0,0,0,0,0,6,5.5,0
R.Griffin,QB,CAR,12,2012,4,311,71.42857143,0,0,0,0,0,0,0,0,0,0,0
S.Vereen,RB,NE,12,2012,0,0,0,0,42,0,0,0,0,0,0,0,0,0
D.Bryant,WR,DAL,12,2012,0,0,0,0,0,2,145,8,0,0,0,0,0,0
C.Clay,TE,MIA,12,2012,0,0,0,0,0,1,84,6,0,0,0,0,0,0
D.Bailey,K,DAL,12,2012,0,0,0,0,0,0,0,0,3,51,100,0,0,0
D.Jackson,ILB,CLE,12,2012,0,0,0,0,0,0,0,0,0,0,0,3,0,0
A.Luck,QB,NYG,13,2012,4,391,44.44444444,0,0,0,0,0,0,0,0,0,0,0
A.Peterson,RB,MIN,13,2012,0,0,0,1,210,0,0,0,0,0,0,0,0,0
B.Marshall,WR,CHI,13,2012,0,0,0,0,0,0,165,10,0,0,0,0,0,0
B.Myers,TE,OAK,13,2012,0,0,0,0,0,1,130,14,0,0,0,0,0,0
M.Bryant,K,ATL,13,2012,0,0,0,0,0,0,0,0,3,55,100,0,0,0
C.Dunlap,DE,CIN,13,2012,0,0,0,0,0,0,0,0,0,0,0,4,2,0
C.Newton,QB,HOU,14,2012,2,287,65.71428571,0,0,0,0,0,0,0,0,0,0,0
D.Martin,RB,TB,14,2012,0,0,0,1,128,0,0,0,0,0,0,0,0,0
B.Marshall,WR,CHI,14,2012,0,0,0,0,0,1,160,10,0,0,0,0,0,0
C.Harbor,TE,PHI,14,2012,0,0,0,0,0,1,52,6,0,0,0,0,0,0
M.Prater,K,DEN,14,2012,0,0,0,0,0,0,0,0,4,43,100,0,0,0
M.Daniels,DE,GB,14,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C.Kaepernick,QB,NYJ,15,2012,4,216,56,0,0,0,0,0,0,0,0,0,0,0
F.Gore,RB,SF,15,2012,0,0,0,0,83,0,0,0,0,0,0,0,0,0
A.Johnson,WR,HOU,15,2012,0,0,0,0,0,1,151,11,0,0,0,0,0,0
D.Pitta,TE,BAL,15,2012,0,0,0,0,0,2,125,7,0,0,0,0,0,0
B.Walsh,K,MIN,15,2012,0,0,0,0,0,0,0,0,5,53,100,0,0,0
C.Greenway,OLB,MIN,15,2012,0,0,0,0,0,0,0,0,0,0,0,13,1,0
T.Romo,QB,SD,16,2012,4,416,60.46511628,0,0,0,0,0,0,0,0,0,0,0
R.Bush,RB,MIA,16,2012,0,0,0,1,65,0,0,0,0,0,0,0,0,0
D.Bryant,WR,DAL,16,2012,0,0,0,0,0,2,224,9,0,0,0,0,0,0
J.Graham,TE,NO,16,2012,0,0,0,0,0,0,88,7,0,0,0,0,0,0
J.Tucker,K,BAL,16,2012,0,0,0,0,0,0,0,0,4,30,100,0,0,0
R.Jones,SS,MIA,16,2012,0,0,0,0,0,0,0,0,0,0,0,2,0,1
D.Brees,QB,STL,17,2012,4,396,67.44186047,0,0,0,0,0,0,0,0,0,0,0
A.Peterson,RB,MIN,17,2012,0,0,0,1,199,0,0,0,0,0,0,0,0,0
M.Crabtree,WR,SF,17,2012,0,0,0,0,0,2,172,8,0,0,0,0,0,0
J.Graham,TE,NO,17,2012,0,0,0,0,0,1,115,9,0,0,0,0,0,0
N.Folk,K,NYJ,17,2012,0,0,0,0,0,0,0,0,3,47,100,0,0,0
L.Timmons,ILB,PIT,17,2012,0,0,0,0,0,0,0,0,0,0,0,5,2,0
C.Kaepernick,QB,HOU,1,2013,3,412,69.23076923,0,0,0,0,0,0,0,0,0,0,0
R.Bush,RB,DET,1,2013,0,0,0,0,90,0,0,0,0,0,0,0,0,0
A.Boldin,WR,SF,1,2013,0,0,0,0,0,1,208,13,0,0,0,0,0,0
J.Cook,TE,STL,1,2013,0,0,0,0,0,2,141,7,0,0,0,0,0,0
G.Zuerlein,K,STL,1,2013,0,0,0,0,0,0,0,0,4,48,100,0,0,0
B.Church,SS,DAL,1,2013,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A.Rodgers,QB,PIT,2,2013,4,480,80.95238095,0,0,0,0,0,0,0,0,0,0,0
M.Forte,RB,CHI,2,2013,0,0,0,0,90,0,0,0,0,0,0,0,0,0
J.Jones,WR,ATL,2,2013,0,0,0,0,0,1,182,11,0,0,0,0,0,0
J.Graham,TE,NO,2,2013,0,0,0,0,0,1,179,10,0,0,0,0,0,0
N.Novak,K,SD,2,2013,0,0,0,0,0,0,0,0,4,49,100,0,0,0
B.Cushing,ILB,HOU,2,2013,0,0,0,0,0,0,0,0,0,0,0,11,2,0
D.Brees,QB,OAK,3,2013,3,342,63.04347826,0,0,0,0,0,0,0,0,0,0,0
D.Murray,RB,DAL,3,2013,0,0,0,1,175,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,3,2013,0,0,0,0,0,2,196,9,0,0,0,0,0,0
J.Graham,TE,NO,3,2013,0,0,0,0,0,2,134,9,0,0,0,0,0,0
R.Succop,K,KC,3,2013,0,0,0,0,0,0,0,0,4,38,80,0,0,0
J.Houston,OLB,KC,3,2013,0,0,0,0,0,0,0,0,0,0,0,6,3.5,0
D.Brees,QB,MIA,4,2013,4,413,76.92307692,0,0,0,0,0,0,0,0,0,0,0
A.Foster,RB,HOU,4,2013,0,0,0,0,102,0,0,0,0,0,0,0,0,0
V.Cruz,WR,NYG,4,2013,0,0,0,0,0,1,164,10,0,0,0,0,0,0
A.Gates,TE,SD,4,2013,0,0,0,0,0,1,136,10,0,0,0,0,0,0
S.Hauschka,K,SEA,4,2013,0,0,0,0,0,0,0,0,3,48,100,0,0,0
S.Lee,OLB,DAL,4,2013,0,0,0,0,0,0,0,0,0,0,0,15,0,1
T.Romo,QB,NYJ,5,2013,5,506,69.44444444,0,0,0,0,0,0,0,0,0,0,0
D.Woodhead,RB,SD,5,2013,0,0,0,0,13,0,0,0,0,0,0,0,0,0
A.Jeffery,WR,CHI,5,2013,0,0,0,0,0,1,218,10,0,0,0,0,0,0
J.Thomas,TE,DEN,5,2013,0,0,0,0,0,2,122,9,0,0,0,0,0,0
M.Crosby,K,GB,5,2013,0,0,0,0,0,0,0,0,5,52,100,0,0,0
K.Dansby,LB,ARI,5,2013,0,0,0,0,0,0,0,0,0,0,0,8,2,1
A.Dalton,QB,IND,6,2013,3,337,65,0,0,0,0,0,0,0,0,0,0,0
R.Bush,RB,DET,6,2013,0,0,0,0,78,0,0,0,0,0,0,0,0,0
J.Blackmon,WR,JAC,6,2013,0,0,0,0,0,0,190,14,0,0,0,0,0,0
V.Davis,TE,SF,6,2013,0,0,0,0,0,2,180,8,0,0,0,0,0,0
M.Crosby,K,GB,6,2013,0,0,0,0,0,0,0,0,4,50,80,0,0,0
J.McCourty,CB,TEN,6,2013,0,0,0,0,0,0,0,0,0,0,0,7,0,0
M.Stafford,QB,MIN,7,2013,3,357,54.90196078,0,0,0,0,0,0,0,0,0,0,0
C.Johnson,RB,TEN,7,2013,0,0,0,0,39,0,0,0,0,0,0,0,0,0
V.Jackson,WR,TB,7,2013,0,0,0,0,0,2,138,10,0,0,0,0,0,0
J.Reed,TE,WAS,7,2013,0,0,0,0,0,1,134,9,0,0,0,0,0,0
G.Gano,K,CAR,7,2013,0,0,0,0,0,0,0,0,3,50,100,0,0,0
T.Hali,OLB,KC,7,2013,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0
D.Brees,QB,SEA,8,2013,5,332,76.47058824,0,0,0,0,0,0,0,0,0,0,0
A.Ellington,RB,ARI,8,2013,0,0,0,1,154,0,0,0,0,0,0,0,0,0
M.Jones,WR,CIN,8,2013,0,0,0,0,0,4,122,8,0,0,0,0,0,0
J.Graham,TE,NO,8,2013,0,0,0,0,0,2,37,3,0,0,0,0,0,0
J.Brown,K,NYG,8,2013,0,0,0,0,0,0,0,0,5,46,100,0,0,0
B.Irvin,LB,SEA,8,2013,0,0,0,0,0,0,0,0,0,0,0,8,1,1
N.Foles,QB,CHI,9,2013,7,406,78.57142857,0,0,0,0,0,0,0,0,0,0,0
R.Jennings,RB,OAK,9,2013,0,0,0,1,102,0,0,0,0,0,0,0,0,0
A.Johnson,WR,HOU,9,2013,0,0,0,0,0,3,229,9,0,0,0,0,0,0
J.Graham,TE,NO,9,2013,0,0,0,0,0,2,116,9,0,0,0,0,0,0
N.Folk,K,NYJ,9,2013,0,0,0,0,0,0,0,0,4,47,100,0,0,0
C.Wake,DE,MIA,9,2013,0,0,0,0,0,0,0,0,0,0,0,5,3,0
D.Brees,QB,MIA,10,2013,4,392,82.92682927,0,0,0,0,0,0,0,0,0,0,0
G.Bernard,RB,CIN,10,2013,0,0,0,0,58,0,0,0,0,0,0,0,0,0
D.Thomas,WR,DEN,10,2013,0,0,0,0,0,3,108,7,0,0,0,0,0,0
J.Reed,TE,WAS,10,2013,0,0,0,0,0,1,62,6,0,0,0,0,0,0
S.Hauschka,K,SEA,10,2013,0,0,0,0,0,0,0,0,4,53,100,0,0,0
J.Watt,DE,HOU,10,2013,0,0,0,0,0,0,0,0,0,0,0,4,1,0
B.Roethlisberger,QB,NE,11,2013,4,367,64.44444444,0,0,0,0,0,0,0,0,0,0,0
B.Rainey,RB,TB,11,2013,0,0,0,2,163,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,11,2013,0,0,0,0,0,2,147,7,0,0,0,0,0,0
G.Graham,TE,HOU,11,2013,0,0,0,0,0,1,136,7,0,0,0,0,0,0
A.Vinatieri,K,IND,11,2013,0,0,0,0,0,0,0,0,3,50,100,0,0,0
V.Burfict,OLB,CIN,11,2013,0,0,0,0,0,0,0,0,0,0,0,10,0,0
T.Brady,QB,SF,12,2013,3,344,68,0,0,0,0,0,0,0,0,0,0,0
E.Lacy,RB,GB,12,2013,0,0,0,1,110,0,0,0,0,0,0,0,0,0
J.Gordon,WR,CLE,12,2013,0,0,0,0,0,1,237,14,0,0,0,0,0,0
R.Gronkowski,TE,NE,12,2013,0,0,0,0,0,1,90,7,0,0,0,0,0,0
J.Tucker,K,BAL,12,2013,0,0,0,0,0,0,0,0,4,53,100,0,0,0
V.Miller,OLB,DEN,12,2013,0,0,0,0,0,0,0,0,0,0,0,6,2,0
R.Wilson,QB,NO,13,2013,3,310,73.33333333,0,0,0,0,0,0,0,0,0,0,0
A.Peterson,RB,MIN,13,2013,0,0,0,0,211,0,0,0,0,0,0,0,0,0
E.Decker,WR,DEN,13,2013,0,0,0,0,0,4,174,8,0,0,0,0,0,0
R.Gronkowski,TE,NE,13,2013,0,0,0,0,0,1,127,6,0,0,0,0,0,0
J.Tucker,K,BAL,13,2013,0,0,0,0,0,0,0,0,5,48,100,0,0,0
M.Burnett,SS,GB,13,2013,0,0,0,0,0,0,0,0,0,0,0,5,0,0
A.Luck,QB,DAL,14,2013,4,326,63.04347826,0,0,0,0,0,0,0,0,0,0,0
M.Forte,RB,CHI,14,2013,0,0,0,0,102,0,0,0,0,0,0,0,0,0
J.Gordon,WR,CLE,14,2013,0,0,0,0,0,1,151,7,0,0,0,0,0,0
J.Cameron,TE,CLE,14,2013,0,0,0,0,0,1,121,9,0,0,0,0,0,0
M.Prater,K,DEN,14,2013,0,0,0,0,0,0,0,0,3,64,100,0,0,0
L.David,OLB,TB,14,2013,0,0,0,0,0,0,0,0,0,0,0,8,1,2
N.Foles,QB,BAL,15,2013,3,428,62.5,0,0,0,0,0,0,0,0,0,0,0
J.Charles,RB,KC,15,2013,0,0,0,1,20,0,0,0,0,0,0,0,0,0
D.Jackson,WR,PHI,15,2013,0,0,0,0,0,1,195,10,0,0,0,0,0,0
T.Wright,TE,TB,15,2013,0,0,0,0,0,1,82,7,0,0,0,0,0,0
J.Tucker,K,BAL,15,2013,0,0,0,0,0,0,0,0,6,61,100,0,0,0
R.Quinn,DE,STL,15,2013,0,0,0,0,0,0,0,0,0,0,0,5,2,0
A.Dalton,QB,ATL,16,2013,4,366,71.05263158,0,0,0,0,0,0,0,0,0,0,0
J.Charles,RB,KC,16,2013,0,0,0,1,106,0,0,0,0,0,0,0,0,0
E.Decker,WR,DEN,16,2013,0,0,0,0,0,2,131,10,0,0,0,0,0,0
J.Thomas,TE,DEN,16,2013,0,0,0,0,0,1,78,6,0,0,0,0,0,0
D.Carpenter,K,BUF,16,2013,0,0,0,0,0,0,0,0,4,45,100,0,0,0
L.Kuechly,MLB,CAR,16,2013,0,0,0,0,0,0,0,0,0,0,0,9,0,1
D.Brees,QB,STL,17,2013,4,381,77.41935484,0,0,0,0,0,0,0,0,0,0,0
M.Forte,RB,CHI,17,2013,0,0,0,2,110,0,0,0,0,0,0,0,0,0
A.Boldin,WR,SF,17,2013,0,0,0,0,0,1,149,9,0,0,0,0,0,0
J.Witten,TE,DAL,17,2013,0,0,0,0,0,0,135,12,0,0,0,0,0,0
S.Gostkowski,K,NE,17,2013,0,0,0,0,0,0,0,0,4,43,100,0,0,0
N.Bowman,ILB,SF,17,2013,0,0,0,0,0,0,0,0,0,0,0,9,1,1
M.Ryan,QB,SD,1,2014,3,448,72.09302326,0,0,0,0,0,0,0,0,0,0,0
M.Forte,RB,CHI,1,2014,0,0,0,0,82,0,0,0,0,0,0,0,0,0
A.Hurns,WR,JAC,1,2014,0,0,0,0,0,2,110,4,0,0,0,0,0,0
J.Thomas,TE,DEN,1,2014,0,0,0,0,0,3,104,7,0,0,0,0,0,0
M.Nugent,K,CIN,1,2014,0,0,0,0,0,0,0,0,5,49,100,0,0,0
S.Moore,LB,OAK,1,2014,0,0,0,0,0,0,0,0,0,0,0,11,1,0
A.Rodgers,QB,PHI,2,2014,3,346,59.52380952,0,0,0,0,0,0,0,0,0,0,0
M.Asiata,RB,MIN,2,2014,0,0,0,0,36,0,0,0,0,0,0,0,0,0
J.Nelson,WR,GB,2,2014,0,0,0,0,0,1,209,9,0,0,0,0,0,0
A.Gates,TE,SD,2,2014,0,0,0,0,0,3,96,7,0,0,0,0,0,0
D.Carpenter,K,BUF,2,2014,0,0,0,0,0,0,0,0,5,38,83.33333333,0,0,0
J.Joseph,CB,HOU,2,2014,0,0,0,0,0,0,0,0,0,0,0,4,0,0
A.Luck,QB,CHI,3,2014,4,370,79.48717949,0,0,0,0,0,0,0,0,0,0,0
R.Jennings,RB,NYG,3,2014,0,0,0,1,176,0,0,0,0,0,0,0,0,0
J.Jones,WR,ATL,3,2014,0,0,0,0,0,2,161,9,0,0,0,0,0,0
M.Bennett,TE,CHI,3,2014,0,0,0,0,0,2,54,5,0,0,0,0,0,0
N.Folk,K,NYJ,3,2014,0,0,0,0,0,0,0,0,4,43,100,0,0,0
J.Jenkins,OLB,MIA,3,2014,0,0,0,0,0,0,0,0,0,0,0,10,1.5,0
P.Rivers,QB,NE,4,2014,3,377,74.35897436,0,0,0,0,0,0,0,0,0,0,0
J.Charles,RB,KC,4,2014,0,0,0,1,92,0,0,0,0,0,0,0,0,0
S.Smith,WR,BAL,4,2014,0,0,0,0,0,2,139,7,0,0,0,0,0,0
L.Donnell,TE,NYG,4,2014,0,0,0,0,0,3,54,7,0,0,0,0,0,0
B.Walsh,K,MIN,4,2014,0,0,0,0,0,0,0,0,4,55,80,0,0,0
L.David,OLB,TB,4,2014,0,0,0,0,0,0,0,0,0,0,0,10,0,0
R.Wilson,QB,SEA,5,2014,2,201,75,0,0,0,0,0,0,0,0,0,0,0
M.Forte,RB,CHI,5,2014,0,0,0,0,61,0,0,0,0,0,0,0,0,0
D.Thomas,WR,DEN,5,2014,0,0,0,0,0,2,226,8,0,0,0,0,0,0
G.Olsen,TE,CAR,5,2014,0,0,0,0,0,2,72,6,0,0,0,0,0,0
P.Dawson,K,SF,5,2014,0,0,0,0,0,0,0,0,5,55,100,0,0,0
K.Arrington,CB,NE,5,2014,0,0,0,0,0,0,0,0,0,0,0,4,0,0
J.Flacco,QB,SF,6,2014,5,306,72.4137931,0,0,0,0,0,0,0,0,0,0,0
M.Forte,RB,CHI,6,2014,0,0,0,2,80,0,0,0,0,0,0,0,0,0
T.Hilton,WR,IND,6,2014,0,0,0,0,0,1,223,9,0,0,0,0,0,0
J.Amaro,TE,NYJ,6,2014,0,0,0,0,0,1,68,10,0,0,0,0,0,0
S.Gostkowski,K,NE,6,2014,0,0,0,0,0,0,0,0,3,53,75,0,0,0
J.Watt,DE,HOU,6,2014,0,0,0,0,0,0,0,0,0,0,0,4,2,0
R.Wilson,QB,HOU,7,2014,2,313,63.88888889,0,0,0,0,0,0,0,0,0,0,0
S.Vereen,RB,NE,7,2014,0,0,0,0,47,0,0,0,0,0,0,0,0,0
D.Thomas,WR,DEN,7,2014,0,0,0,0,0,2,171,8,0,0,0,0,0,0
G.Escobar,TE,DAL,7,2014,0,0,0,0,0,2,65,3,0,0,0,0,0,0
N.Folk,K,NYJ,7,2014,0,0,0,0,0,0,0,0,4,47,100,0,0,0
A.Barr,OLB,MIN,7,2014,0,0,0,0,0,0,0,0,0,0,0,8,0,0
B.Roethlisberger,QB,WAS,8,2014,6,522,81.63265306,0,0,0,0,0,0,0,0,0,0,0
D.Murray,RB,DAL,8,2014,0,0,0,0,141,0,0,0,0,0,0,0,0,0
J.Maclin,WR,PHI,8,2014,0,0,0,0,0,2,187,12,0,0,0,0,0,0
R.Gronkowski,TE,NE,8,2014,0,0,0,0,0,3,149,9,0,0,0,0,0,0
M.Prater,K,DET,8,2014,0,0,0,0,0,0,0,0,3,48,100,0,0,0
A.Barr,OLB,MIN,8,2014,0,0,0,0,0,0,0,0,0,0,0,8,1,0
A.Luck,QB,IND,9,2014,4,354,54.34782609,0,0,0,0,0,0,0,0,0,0,0
A.Ellington,RB,ARI,9,2014,0,0,0,0,95,0,0,0,0,0,0,0,0,0
J.Maclin,WR,PHI,9,2014,0,0,0,0,0,2,158,6,0,0,0,0,0,0
R.Gronkowski,TE,NE,9,2014,0,0,0,0,0,1,105,9,0,0,0,0,0,0
A.Vinatieri,K,IND,9,2014,0,0,0,0,0,0,0,0,4,48,100,0,0,0
M.Kendricks,ILB,PHI,9,2014,0,0,0,0,0,0,0,0,0,0,0,5,1,0
A.Rodgers,QB,CAR,10,2014,6,315,66.66666667,0,0,0,0,0,0,0,0,0,0,0
C.Anderson,RB,DEN,10,2014,0,0,0,0,90,0,0,0,0,0,0,0,0,0
D.Bryant,WR,DAL,10,2014,0,0,0,0,0,2,158,6,0,0,0,0,0,0
J.Graham,TE,NO,10,2014,0,0,0,0,0,2,76,10,0,0,0,0,0,0
M.Bryant,K,ATL,10,2014,0,0,0,0,0,0,0,0,4,44,100,0,0,0
J.McCourty,CB,TEN,10,2014,0,0,0,0,0,0,0,0,0,0,0,4,0,0
A.Rodgers,QB,PIT,11,2014,3,341,61.11111111,0,0,0,0,0,0,0,0,0,0,0
L.Bell,RB,PIT,11,2014,0,0,0,1,204,0,0,0,0,0,0,0,0,0
M.Evans,WR,TB,11,2014,0,0,0,0,0,2,209,7,0,0,0,0,0,0
J.Gresham,TE,CIN,11,2014,0,0,0,0,0,2,13,2,0,0,0,0,0,0
G.Zuerlein,K,STL,11,2014,0,0,0,0,0,0,0,0,5,55,100,0,0,0
E.Thomas,FS,SEA,11,2014,0,0,0,0,0,0,0,0,0,0,0,10,0,0
D.Brees,QB,BAL,12,2014,3,420,77.77777778,0,0,0,0,0,0,0,0,0,0,0
J.Charles,RB,KC,12,2014,0,0,0,0,80,0,0,0,0,0,0,0,0,0
D.Thomas,WR,DEN,12,2014,0,0,0,0,0,3,87,10,0,0,0,0,0,0
J.Graham,TE,NO,12,2014,0,0,0,0,0,2,47,6,0,0,0,0,0,0
S.Hauschka,K,SEA,12,2014,0,0,0,0,0,0,0,0,4,52,100,0,0,0
T.Smith,OLB,JAC,12,2014,0,0,0,0,0,0,0,0,0,0,0,9,0,0
R.Fitzpatrick,QB,MIA,13,2014,6,358,72.72727273,0,0,0,0,0,0,0,0,0,0,0
L.Bell,RB,PIT,13,2014,0,0,0,1,95,0,0,0,0,0,0,0,0,0
D.Hopkins,WR,HOU,13,2014,0,0,0,0,0,2,238,9,0,0,0,0,0,0
C.Fleener,TE,IND,13,2014,0,0,0,0,0,2,127,4,0,0,0,0,0,0
M.Bryant,K,ATL,13,2014,0,0,0,0,0,0,0,0,5,45,100,0,0,0
R.Quinn,DE,STL,13,2014,0,0,0,0,0,0,0,0,0,0,0,5,3,0
C.Newton,QB,ATL,14,2014,3,226,63.63636364,0,0,0,0,0,0,0,0,0,0,0
L.Bell,RB,PIT,14,2014,0,0,0,2,185,0,0,0,0,0,0,0,0,0
J.Jones,WR,ATL,14,2014,0,0,0,0,0,1,259,11,0,0,0,0,0,0
G.Olsen,TE,CAR,14,2014,0,0,0,0,0,1,72,10,0,0,0,0,0,0
N.Folk,K,NYJ,14,2014,0,0,0,0,0,0,0,0,5,44,100,0,0,0
C.Robertson,LB,CLE,14,2014,0,0,0,0,0,0,0,0,0,0,0,10,0,0
D.Brees,QB,NO,15,2014,3,375,80.55555556,0,0,0,0,0,0,0,0,0,0,0
E.Lacy,RB,GB,15,2014,0,0,0,1,97,0,0,0,0,0,0,0,0,0
O.Beckham,WR,NYG,15,2014,0,0,0,0,0,3,143,12,0,0,0,0,0,0
G.Olsen,TE,CAR,15,2014,0,0,0,0,0,0,110,10,0,0,0,0,0,0
C.Barth,K,DEN,15,2014,0,0,0,0,0,0,0,0,5,49,100,0,0,0
J.Pierre-Paul,DE,NYG,15,2014,0,0,0,0,0,0,0,0,0,0,0,6,2.5,0
R.Tannehill,QB,DEN,16,2014,4,396,74.46808511,0,0,0,0,0,0,0,0,0,0,0
M.Forte,RB,CHI,16,2014,0,0,0,0,55,0,0,0,0,0,0,0,0,0
O.Beckham,WR,NYG,16,2014,0,0,0,0,0,2,148,8,0,0,0,0,0,0
A.Gates,TE,SD,16,2014,0,0,0,0,0,2,92,7,0,0,0,0,0,0
R.Bullock,K,HOU,16,2014,0,0,0,0,0,0,0,0,6,39,100,0,0,0
R.Kerrigan,OLB,WAS,16,2014,0,0,0,0,0,0,0,0,0,0,0,6,1,0
J.Flacco,QB,STL,17,2014,2,312,61.11111111,0,0,0,0,0,0,0,0,0,0,0
J.Todman,RB,JAC,17,2014,0,0,0,0,52,0,0,0,0,0,0,0,0,0
E.Decker,WR,NYJ,17,2014,0,0,0,0,0,1,221,10,0,0,0,0,0,0
C.Fleener,TE,IND,17,2014,0,0,0,0,0,2,56,5,0,0,0,0,0,0
C.Santos,K,KC,17,2014,0,0,0,0,0,0,0,0,4,43,80,0,0,0
M.Herzlich,OLB,NYG,17,2014,0,0,0,0,0,0,0,0,0,0,0,5,1,0
T.Brady,QB,MIN,1,2015,4,288,78.125,0,0,0,0,0,0,0,0,0,0,0
M.Forte,RB,CHI,1,2015,0,0,0,1,141,0,0,0,0,0,0,0,0,0
J.Jones,WR,ATL,1,2015,0,0,0,0,0,2,141,9,0,0,0,0,0,0
R.Gronkowski,TE,NE,1,2015,0,0,0,0,0,3,94,5,0,0,0,0,0,0
B.McManus,K,DEN,1,2015,0,0,0,0,0,0,0,0,4,57,100,0,0,0
U.Unga,LB,NYG,1,2015,0,0,0,0,0,0,0,0,0,0,0,10,0,1
B.Roethlisberger,QB,NYJ,2,2015,3,369,77.77777778,0,0,0,0,0,0,0,0,0,0,0
A.Peterson,RB,MIN,2,2015,0,0,0,0,134,0,0,0,0,0,0,0,0,0
